"pathway","gene"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MRPL3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MRPL9"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MTHFD1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MTHFD2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MYC"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NAA10"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NDUFAF7"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NEBL"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NIP7"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NIT2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NMI"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NOB1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NOL8"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NONO"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NOP56"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NPM1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NQO2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NSMCE2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","NUSAP1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","OLA1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","OSER1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PA2G4"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PABPC3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PAFAH1B3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PCNA"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PDCD2L"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PDCD6"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PDK3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PDXK"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PERP"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PFDN2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PKM"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PLAAT3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PLAU"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PLCB4"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PLK1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PMPCB"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PNPO"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PNPT1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","POFUT1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","POLD2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","POLQ"
"GRADE_COLON_AND_RECTAL_CANCER_UP","POLR1D"
"GRADE_COLON_AND_RECTAL_CANCER_UP","POLR2D"
"GRADE_COLON_AND_RECTAL_CANCER_UP","POMP"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PPA1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PPIA"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PRDX1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PRDX4"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PRKDC"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PSMA1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PSMA2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PSMA3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PSMB1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PSMB3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PSMB7"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PSMD14"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PSMD4"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PSMG1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PTCD3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PTDSS1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PTPN12"
"GRADE_COLON_AND_RECTAL_CANCER_UP","PXDN"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RAB4B"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RAN"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RBM26"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RCC1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RCN1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RFC2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RFC5"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RHEB"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RLIM"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RMI2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RRM1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RRM2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RTF2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","RTKN"
"GRADE_COLON_AND_RECTAL_CANCER_UP","S100A14"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SAP18"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SEPHS1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SERPINB5"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SET"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SFT2D3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SH3GL1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SHISA5"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SKA3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SLC12A2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SMPD4"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SNRPB"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SOD2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SOX9"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SPARC"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SPATA13"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SPP1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SRP72"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SRSF1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SRSF2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SSB"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SSRP1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SYAP1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","SYNCRIP"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TALDO1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TARS1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TBCE"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TCF7"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TFB1M"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TGDS"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TGFBI"
"GRADE_COLON_AND_RECTAL_CANCER_UP","THEM6"
"GRADE_COLON_AND_RECTAL_CANCER_UP","THOC3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","THY1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TIMELESS"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TIMP1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TKT"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TMEM97"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TMSB4Y"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TPI1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TRAF5"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TRAP1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TRUB2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","TTPAL"
"GRADE_COLON_AND_RECTAL_CANCER_UP","UBD"
"GRADE_COLON_AND_RECTAL_CANCER_UP","UBE2N"
"GRADE_COLON_AND_RECTAL_CANCER_UP","UBR4"
"GRADE_COLON_AND_RECTAL_CANCER_UP","URI1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","USP7"
"GRADE_COLON_AND_RECTAL_CANCER_UP","USP9X"
"GRADE_COLON_AND_RECTAL_CANCER_UP","UTP11"
"GRADE_COLON_AND_RECTAL_CANCER_UP","VBP1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","VEGFA"
"GRADE_COLON_AND_RECTAL_CANCER_UP","VKORC1L1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","WDR74"
"GRADE_COLON_AND_RECTAL_CANCER_UP","WDR75"
"GRADE_COLON_AND_RECTAL_CANCER_UP","XRN2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","ZDHHC9"
"GRADE_COLON_AND_RECTAL_CANCER_UP","ZFAND1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","ZMYND8"
"GRADE_COLON_AND_RECTAL_CANCER_UP","ZNF84"
"GRADE_COLON_AND_RECTAL_CANCER_UP","ZNG1B"
"GRADE_COLON_VS_RECTAL_CANCER_DN","ADSS1"
"GRADE_COLON_VS_RECTAL_CANCER_DN","ALDH1L1"
"GRADE_COLON_VS_RECTAL_CANCER_DN","ANAPC5"
"GRADE_COLON_VS_RECTAL_CANCER_DN","ANGEL1"
"GRADE_COLON_VS_RECTAL_CANCER_DN","ANKRD40"
"GRADE_COLON_VS_RECTAL_CANCER_DN","ANP32A"
"GRADE_COLON_VS_RECTAL_CANCER_DN","AP5Z1"
"GRADE_COLON_VS_RECTAL_CANCER_DN","BICD1"
"GRADE_COLON_VS_RECTAL_CANCER_DN","BLOC1S6"
"GRADE_COLON_VS_RECTAL_CANCER_DN","C15orf39"
"GRADE_COLON_VS_RECTAL_CANCER_DN","CDIN1"
"GRADE_COLON_VS_RECTAL_CANCER_DN","CPSF7"
"GRADE_COLON_VS_RECTAL_CANCER_DN","CRYZL1"
"GRADE_COLON_VS_RECTAL_CANCER_DN","DCLK1"
"GRADE_COLON_VS_RECTAL_CANCER_DN","DUSP7"
"GRADE_COLON_VS_RECTAL_CANCER_DN","EPB41L3"
"GRADE_COLON_VS_RECTAL_CANCER_DN","ESPL1"
"GRADE_COLON_VS_RECTAL_CANCER_DN","FCF1"
"GRADE_COLON_VS_RECTAL_CANCER_DN","FGF12"
"GRADE_COLON_VS_RECTAL_CANCER_DN","FLYWCH1"
"GRADE_COLON_VS_RECTAL_CANCER_DN","FRAS1"
