"pathway","gene"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ADAMTS17"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ADAMTSL4"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ADGRD2"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ADIPOR2"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ADIRF"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ADRA1A"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","AGTR1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","AHI1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","AJAP1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ALDOC"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ALX1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","AMIGO3"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","AMT"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ANGPTL2"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ANK2"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ANKLE1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ANKS1B"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","AOX1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","APCDD1L"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ARHGAP22"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ARHGEF1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ARRDC3"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ATP2A2"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ATP8A2"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","BANP"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","BCAS2"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","BCAT1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","BCOR"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","BEGAIN"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","BNC1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","BOD1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","BRD9"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","BTG3"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","C1QTNF1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","C3orf62"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","CA7"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","CACNA1C"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","CACNA2D2"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","CADPS"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","CANX"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","CARD9"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","CAVIN1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","CCDC140"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","CCDC62"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","CCDC86"
