"pathway","gene"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CCNF"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CDC20"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CDC6"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CDCA3"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CDCA8"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CDK1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CDKN2A"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CELSR3"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CENPA"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CENPE"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CENPF"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CENPM"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CENPU"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CEP55"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CHAF1B"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CHEK1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CKS2"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","COMMD8"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","DBF4"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","DHFR"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","DLGAP5"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","DNA2"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","DNMT3B"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","DPP3"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","DSG2"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","DTL"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","DTYMK"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","E2F1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","E2F8"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","EBP"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","ECT2"
